# vm_axis_plan.tsv —— CMF-03_A §2（只出 plan，不填）。每列＝一條 TC × 其 PC 所載之一個配置軸。
# **不作「PROXI 值 → 該 TC 適用與否」之判定**，三台之值只並列。Dec 與 PROXI Read 不一致者兩值並列。
# literal_match：該台之 PROXI label 字面出現於該 PC 行者列其名；否則 none。
# 出處：features/comfort/docs/reports/proxi_axis_values.tsv（CMF-02 §5-1，唯讀）。
tc_id	req_id	axis	proxi_parameter	pc_line_verbatim	proxi_Promaster	proxi_Toro	proxi_Fastback	literal_match
NR1L-ComfortHMI-047	SWE1-HVAC-020-04	ATC／MTC	Climate_Type	The climate system is MTC	Dec=2 (Automatic) / PROXI Read=3	Dec=1 (Manual) / PROXI Read=(empty)	Dec=2 (Automatic) / PROXI Read=3	none
NR1L-ComfortHMI-048	SWE1-HVAC-008-01	ATC／MTC	Climate_Type	The climate system is ATC	Dec=2 (Automatic) / PROXI Read=3	Dec=1 (Manual) / PROXI Read=(empty)	Dec=2 (Automatic) / PROXI Read=3	none
NR1L-ComfortHMI-048	SWE1-HVAC-008-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-048	SWE1-HVAC-008-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-048	SWE1-HVAC-008-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-049	SWE1-HVAC-008-02	ATC／MTC	Climate_Type	The climate system is ATC	Dec=2 (Automatic) / PROXI Read=3	Dec=1 (Manual) / PROXI Read=(empty)	Dec=2 (Automatic) / PROXI Read=3	none
NR1L-ComfortHMI-049	SWE1-HVAC-008-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-049	SWE1-HVAC-008-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-049	SWE1-HVAC-008-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-050	SWE1-HVAC-008-03	ATC／MTC	Climate_Type	The climate system is ATC	Dec=2 (Automatic) / PROXI Read=3	Dec=1 (Manual) / PROXI Read=(empty)	Dec=2 (Automatic) / PROXI Read=3	none
NR1L-ComfortHMI-050	SWE1-HVAC-008-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-050	SWE1-HVAC-008-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-050	SWE1-HVAC-008-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-051	SWE1-HVAC-008-04	ATC／MTC	Climate_Type	The climate system is ATC	Dec=2 (Automatic) / PROXI Read=3	Dec=1 (Manual) / PROXI Read=(empty)	Dec=2 (Automatic) / PROXI Read=3	none
NR1L-ComfortHMI-051	SWE1-HVAC-008-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-051	SWE1-HVAC-008-04	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-051	SWE1-HVAC-008-04	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-052	SWE1-HVAC-008-05	ATC／MTC	Climate_Type	The climate system is ATC	Dec=2 (Automatic) / PROXI Read=3	Dec=1 (Manual) / PROXI Read=(empty)	Dec=2 (Automatic) / PROXI Read=3	none
NR1L-ComfortHMI-052	SWE1-HVAC-008-05	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-052	SWE1-HVAC-008-05	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-052	SWE1-HVAC-008-05	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-053	SWE1-HVAC-009-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-053	SWE1-HVAC-009-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-053	SWE1-HVAC-009-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-054	SWE1-HVAC-009-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-054	SWE1-HVAC-009-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-054	SWE1-HVAC-009-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-055	SWE1-HVAC-009-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-055	SWE1-HVAC-009-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-055	SWE1-HVAC-009-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-056	SWE1-HVAC-009-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-056	SWE1-HVAC-009-04	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-056	SWE1-HVAC-009-04	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-057	SWE1-HVAC-009-05	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-057	SWE1-HVAC-009-05	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-057	SWE1-HVAC-009-05	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-058	SWE1-HVAC-009-06	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-058	SWE1-HVAC-009-06	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-058	SWE1-HVAC-009-06	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-059	SWE1-HVAC-010-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-059	SWE1-HVAC-010-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-059	SWE1-HVAC-010-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-060	SWE1-HVAC-010-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-060	SWE1-HVAC-010-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-060	SWE1-HVAC-010-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-061	SWE1-HVAC-010-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-061	SWE1-HVAC-010-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-061	SWE1-HVAC-010-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-062	SWE1-HVAC-010-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-062	SWE1-HVAC-010-04	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-062	SWE1-HVAC-010-04	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-063	SWE1-HVAC-010-05	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-063	SWE1-HVAC-010-05	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-063	SWE1-HVAC-010-05	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-064	SWE1-HVAC-022-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-064	SWE1-HVAC-022-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-064	SWE1-HVAC-022-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-065	SWE1-HVAC-022-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-065	SWE1-HVAC-022-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-066	SWE1-HVAC-011	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-066	SWE1-HVAC-011	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-067	SWE1-HVAC-044-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-067	SWE1-HVAC-044-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-068	SWE1-HVAC-045	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-068	SWE1-HVAC-045	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-069	SWE1-HVAC-046	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-069	SWE1-HVAC-046	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-070	SWE1-HVAC-047	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-070	SWE1-HVAC-047	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-071	SWE1-HVAC-048-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-071	SWE1-HVAC-048-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-072	SWE1-HVAC-048-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-072	SWE1-HVAC-048-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-073	SWE1-HVAC-048-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-073	SWE1-HVAC-048-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-074	SWE1-HVAC-049-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-074	SWE1-HVAC-049-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-075	SWE1-HVAC-049-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-075	SWE1-HVAC-049-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-076	SWE1-HVAC-050	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-076	SWE1-HVAC-050	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-077	SWE1-HVAC-051	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-077	SWE1-HVAC-051	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
