tc_id	req_id	field	item	before	after
NR1L-ComfortHMI-258	SWE1-HVAC-118-05	test_item	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"	"if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control

(press the Mode hard control and read the airflow mode -> The airflow mode has moved to the next mode in the loop)"
NR1L-ComfortHMI-259	SWE1-HVAC-118-06	test_item	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the area above the Climate main category control -> A small pop-up is shown above the Climate main category control)"	"if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control

(press the Mode hard control and read the area above the Climate main category control -> A small pop-up is shown above the Climate main category control)"
NR1L-ComfortHMI-260	SWE1-HVAC-118-07	test_item	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(wait 3 seconds without further interaction -> The pop-up is no longer shown)"	"a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(wait 3 seconds without further interaction -> The pop-up is no longer shown)"
NR1L-ComfortHMI-426	SWE1-HVAC-118-07	test_item	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the fan speed hard control and read the screen -> The pop-up is no longer shown)"	"a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(press the fan speed hard control and read the screen -> The pop-up is no longer shown)"
NR1L-ComfortHMI-261	SWE1-HVAC-118-08	test_item	R-C50	"When the Mode hard control is pressed, if the user is on Climate main the new mode button will be shown highlighted. if the user is not on Climate main when pressing the Mode hard control a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the displayed screen -> The displayed screen is the one opened in step 1)"	"a small pop -up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control and read the displayed screen -> The displayed screen is the one opened in step 1)"
NR1L-ComfortHMI-453	SWE1-HVAC-018-04	test_item	R-C50	"If the user is not on Climate main when pressing the Mode hard control a small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control once -> A small pop-up appears above the Climate main category control and the Climate main screen is still not displayed)"	"a small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control once -> A small pop-up appears above the Climate main category control and the Climate main screen is still not displayed)"
NR1L-ComfortHMI-454	SWE1-HVAC-018-04	test_item	R-C50	"If the user is not on Climate main when pressing the Mode hard control a small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(do not interact with the head unit for 3 seconds -> The pop-up is no longer shown)"	"a small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(do not interact with the head unit for 3 seconds -> The pop-up is no longer shown)"
NR1L-ComfortHMI-455	SWE1-HVAC-018-04	test_item	R-C50	"If the user is not on Climate main when pressing the Mode hard control a small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press a button other than the Mode hard control -> The pop-up is no longer shown)"	"a small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(press a button other than the Mode hard control -> The pop-up is no longer shown)"
NR1L-ComfortHMI-435	SWE1-HVAC-001-01	remarks	R-C52		The Comfort HMI specification allows up to 4 tabs including Massage, while the software requirement for this case allows up to 3 tabs and does not list Massage. This case checks the specification's upper limit of 4 tabs.
NR1L-ComfortHMI-436	SWE1-HVAC-001-01	remarks	R-C52		The Comfort HMI specification allows up to 4 tabs including Massage, while the software requirement for this case allows up to 3 tabs and does not list Massage. This case checks 3 tabs drawn from the specification's four areas, which may include Massage.
NR1L-ComfortHMI-437	SWE1-HVAC-001-01	remarks	R-C52		The Comfort HMI specification allows up to 4 tabs including Massage, while the software requirement for this case allows up to 3 tabs and does not list Massage. This case checks 2 tabs drawn from the specification's four areas, which may include Massage.
NR1L-ComfortHMI-438	SWE1-HVAC-001-02	remarks	R-C52		The Comfort HMI specification orders the tabs Front, Seats, Massage, Rear, while the software requirement for this case lists Front, Seats, Rear without Massage. This case checks the specification's order, including Massage.
NR1L-ComfortHMI-056	SWE1-HVAC-009-04	test_procedure	§3 slim	"1. Long-press the temperature up arrow on the climate screen
2. Long-press the temperature hard control"	"1. Read the temperature shown on the climate screen and record it
2. Long-press the temperature hard control"
NR1L-ComfortHMI-056	SWE1-HVAC-009-04	expected_result	§3 slim	"1. The temperature changes with a fast move
2. The temperature changes with a fast move"	"1. The climate screen shows the current temperature
2. The temperature changes with a fast move"
NR1L-ComfortHMI-107	SWE1-HVAC-111-04	test_procedure	§3 slim	"1. Press and hold the temperature up arrow on the climate screen
2. Press and hold the temperature hard control in the up direction"	"1. Read the temperature shown on the climate screen and record it
2. Press and hold the temperature hard control in the up direction"
NR1L-ComfortHMI-107	SWE1-HVAC-111-04	expected_result	§3 slim	"1. The temperature moves up by more than 1 increment while the press is held
2. The temperature moves up by more than 1 increment while the press is held"	"1. The climate screen shows the current temperature
2. The temperature moves up by more than 1 increment while the press is held"
NR1L-ComfortHMI-430	SWE1-HVAC-015-04	test_procedure	§3 slim	"1. Turn ""SYNC"" on from the climate screen
2. Change the fan speed from the climate screen
3. Change the airflow mode from the climate screen"	"1. Turn ""SYNC"" on from the climate screen
2. Change the airflow mode from the climate screen"
NR1L-ComfortHMI-430	SWE1-HVAC-015-04	expected_result	§3 slim	"1. The ""SYNC"" button is highlighted
2. The fan speed changes for the front and the rear passengers
3. The airflow mode changes for the front and the rear passengers"	"1. The ""SYNC"" button is highlighted
2. The airflow mode changes for the front and the rear passengers"
NR1L-ComfortHMI-456	SWE1-HVAC-018-05	test_procedure	§3 slim	"1. Press the Mode hard control while on the Climate main screen and read the main category label
2. Press the Mode hard control from a screen other than Climate main and read the main category label"	"1. Open a screen other than Climate main
2. Press the Mode hard control from a screen other than Climate main and read the main category label"
NR1L-ComfortHMI-456	SWE1-HVAC-018-05	expected_result	§3 slim	"1. The main category label shows the new airflow mode
2. The main category label shows the new airflow mode"	"1. The Climate main screen is not displayed
2. The main category label shows the new airflow mode"
NR1L-ComfortHMI-133	SWE1-HVAC-003-07	split_flag	§3 split	False	True
NR1L-ComfortHMI-133	SWE1-HVAC-003-07	split_reason	§3 split		§8.2.2 之拆分，依 R-C44 三問：`2.3`（C2）之「When breaking Auto the system will go to the manual mode that most closely matches the auto mode exited, unless a specific mode button is pressed」以 `unless` 分出兩個分支；分支 (b)（按下特定模式鍵）由既有一條承載，其模式鍵為條文之泛稱（`a specific mode button`），故依第一問不再展開；分支 (a) 此前無任何 TC，其觸發取同節前句所列而非模式鍵者（`Manually selecting A/C` 與 `changing fan speeds`），條文逐字列舉、各為一種按法、無舉例語 —— 三問皆是，故一觸發一條。分支 (a) 之落點（`most closely matches`）條文無值，ER 該行為 PENDING（CMF-02 §3）。
NR1L-ComfortHMI-056	SWE1-HVAC-009-04	split_flag	§3 split	False	True
NR1L-ComfortHMI-056	SWE1-HVAC-009-04	split_reason	§3 split		§8.2.2 之拆分，依 R-C44 三問：`2.6.1` 之條文以兩句分別點名長按快移之兩個通道 —— 「Change temperature on climate screen by using arrows (… long press = fast move …」與「Long press = fast move shall also work for temperature HARD CONTROLS」；條文列舉、兩種按法、非舉例 —— 三問皆是，故一通道一條（CMF-01 sibling plan）。
NR1L-ComfortHMI-107	SWE1-HVAC-111-04	split_flag	§3 split	False	True
NR1L-ComfortHMI-107	SWE1-HVAC-111-04	split_reason	§3 split		§8.2.2 之拆分，依 R-C44 三問：`16.6.1` 之條文以兩句分別點名長按快移之兩個通道 —— 「Change temperature on climate screen by using arrows (… long press = fast move …」與「Long press = fast move shall also work for temperature HARD CONTROLS」；條文列舉、兩種按法、非舉例 —— 三問皆是，故一通道一條（CMF-01 sibling plan）。
NR1L-ComfortHMI-430	SWE1-HVAC-015-04	split_flag	§3 split	False	True
NR1L-ComfortHMI-430	SWE1-HVAC-015-04	split_reason	§3 split		§8.2.2 之拆分，依 R-C44 三問：「Adjusting Fan speed and Mode will alter the Front and Rear passengers」逐字列舉兩個觸發（fan speed、mode），各為一種按法、非舉例 —— 三問皆是，故一觸發一條（CMF-01 sibling plan）；原條之兩個觸發步驟分入兩條。
NR1L-ComfortHMI-456	SWE1-HVAC-018-05	split_flag	§3 split	False	True
NR1L-ComfortHMI-456	SWE1-HVAC-018-05	split_reason	§3 split		§8.2.2 之拆分，判準為 §5.7 之 scope：「In both cases the main category label will be updated」之兩個 case 為按 Mode 硬鍵時之兩種起始畫面（Climate main 內／外），兩者之起點與呈現路徑不同、可各自失效，故各一條（CMF-02 §3 依 CMF-01 sibling plan）。037 VC 所列之 `press and hold` 回條文判讀屬 `018-03`（長按只移一格），不屬本 leaf，不產。
NR1L-ComfortHMI-009	SWE1-HVAC-080-01	split_flag	§3 split	False	True
NR1L-ComfortHMI-009	SWE1-HVAC-080-01	split_reason	§3 split		§8.2.2 之拆分，依 R-C44 三問：LS3 之「long press on the hard button (-, +) or on the touch screen itself」逐字列舉兩個通道，各為一種按法、非舉例 —— 三問皆是，故一通道一條（CMF-01 sibling plan）。
NR1L-ComfortHMI-466	SWE1-HVAC-019-03	(new TC)	R-C51		NR1L-ComfortHMI-466
NR1L-ComfortHMI-467	SWE1-HVAC-003-07	(new TC)	§3 sibling		NR1L-ComfortHMI-467
NR1L-ComfortHMI-468	SWE1-HVAC-003-07	(new TC)	§3 sibling		NR1L-ComfortHMI-468
NR1L-ComfortHMI-469	SWE1-HVAC-009-04	(new TC)	§3 sibling		NR1L-ComfortHMI-469
NR1L-ComfortHMI-470	SWE1-HVAC-010-03	(new TC)	§3 sibling		NR1L-ComfortHMI-470
NR1L-ComfortHMI-471	SWE1-HVAC-015-04	(new TC)	§3 sibling		NR1L-ComfortHMI-471
NR1L-ComfortHMI-472	SWE1-HVAC-018-05	(new TC)	§3 sibling		NR1L-ComfortHMI-472
NR1L-ComfortHMI-473	SWE1-HVAC-080-01	(new TC)	§3 sibling		NR1L-ComfortHMI-473
NR1L-ComfortHMI-474	SWE1-HVAC-111-04	(new TC)	§3 sibling		NR1L-ComfortHMI-474
