B	_seq	_src	C	D	G	H	I	J	K	L	M	N	P	R	AA	AH	F
269	293	vf230_batch01.json	Forward Collision Warning	SWE1-VC-ForwardCollisionWarning-039	Vehicle Setting	Lane and Lighting	"The HW Supplier / ECU shall send the updated Forward Collision Warning status via the IPC_VEHICLE_SETUP.FSFCWPlusSetting signal.

(read the Vehicle Settings menu and check that the Forward Collision Warning setting is displayed as Off -> The Forward Collision Warning setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.FSFCWPlusSetting = one of [0 (Off), 1 (Audio), 2 (Brake), 3 (Audio_Brake), 4 (Not_Request)]	"1. Send CAN: IPC_VEHICLE_SETUP.FSFCWPlusSetting = 1 (Audio)
2. Send CAN: IPC_VEHICLE_SETUP.FSFCWPlusSetting = 0 (Off)
3. Read the Vehicle Settings menu and check that the Forward Collision Warning setting is displayed as Off"	"1. IPC_VEHICLE_SETUP.FSFCWPlusSetting = 1 (Audio) is sent
2. IPC_VEHICLE_SETUP.FSFCWPlusSetting = 0 (Off) is sent
3. The Forward Collision Warning setting is displayed as Off"	VF230_V1_PHDCC27_VF_5633	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
270	294	vf230_batch01.json	Suspension Auto Entry or Exit	SWE1-VC-SuspensionAutoEntryorExit-091	Vehicle Setting	Suspension and Comfort	"If CAN Node 27 (ASM or ASCM) = [Absent], the LTM or ETM shall not display the Suspension Auto Entry or Exit customer setting.

(read the Vehicle Settings menu and check that the ""Suspension Auto Entry or Exit"" customer setting is not displayed -> The ""Suspension Auto Entry or Exit"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $CAN Node 27 (ASM or ASCM)$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Suspension Auto Entry or Exit"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Suspension Auto Entry or Exit"" customer setting is not displayed"	VF230_V1_PDT27_VF_8223	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
271	295	vf230_batch01.json	Traffic Sign Warning	SWE1-VC-TrafficSignWarning-030	Vehicle Setting	Approach and Tailgate	"When the HMI receives the value Absent via signal, $Traffic_Sign_Recognition_Menu$, Then the HMI shall not display the Traffic Sign Warning customer setting in the Vehicle Settings menu.

(read the Vehicle Settings menu and check that the ""Traffic Sign Warning"" customer setting is not displayed -> The ""Traffic Sign Warning"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $Traffic_Sign_Recognition_Menu$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Traffic Sign Warning"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Traffic Sign Warning"" customer setting is not displayed"	VF230_V1_PDT27_VF_5249	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
272	296	vf230_batch01.json	Pedestrian Emergency Braking or Warning & Active Braking	SWE1-VC-PedestrianEmergencyBrakingorWarning&ActiveBraking-048	Vehicle Setting	Lane and Lighting	"If $Forward_Collision_Mitigation$ != [Full Speed FCW with Pedestrian Emergency Braking] or [Full Speed FCW with Pedestrian or Cyclist Emergency Braking], the LTM or ETM shall not display the Pedestrian Emergency Braking or Warning & Active Braking customer setting.

(read the Vehicle Settings menu and check that the ""Pedestrian Emergency Braking or Warning & Active Braking"" customer setting is not displayed -> The ""Pedestrian Emergency Braking or Warning & Active Braking"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $Forward_Collision_Mitigation$ is set to ""Full Speed FCW with Pedestrian Emergency Braking"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Pedestrian Emergency Braking or Warning & Active Braking"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Pedestrian Emergency Braking or Warning & Active Braking"" customer setting is not displayed"	VF230_V1_PHDCC27_VF_5460	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
273	297	vf230_batch01.json	Suspension Auto Entry or Exit	SWE1-VC-SuspensionAutoEntryorExit-092	Vehicle Setting	Suspension and Comfort	"If CAN Node 27 (ASM or ASCM) = [Present], the LTM or ETM shall display the Suspension Auto Entry or Exit customer setting to allow the customer the ability to modify the setting.

(select the ""Suspension Auto Entry or Exit"" customer setting and check that its value can be changed -> The value of the ""Suspension Auto Entry or Exit"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $CAN Node 27 (ASM or ASCM)$ is set to ""Present"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Suspension Auto Entry or Exit"" customer setting is displayed
4. Select the ""Suspension Auto Entry or Exit"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Suspension Auto Entry or Exit"" customer setting is displayed
4. The value of the ""Suspension Auto Entry or Exit"" customer setting can be changed"	VF230_V1_PDT27_VF_5869	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
274	298	vf230_batch01.json	Traffic Sign Warning	SWE1-VC-TrafficSignWarning-031	Vehicle Setting	Approach and Tailgate	"When the HMI receives the value Present via signal, $Traffic_Sign_Recognition_Menu$, Then the HMI shall display the Traffic Sign Warning customer setting in the Vehicle Settings menu and allow the customer to modify the setting.

(select the ""Traffic Sign Warning"" customer setting and check that its value can be changed -> The value of the ""Traffic Sign Warning"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $Traffic_Sign_Recognition_Menu$ is set to ""Present"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Traffic Sign Warning"" customer setting is displayed
4. Select the ""Traffic Sign Warning"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Traffic Sign Warning"" customer setting is displayed
4. The value of the ""Traffic Sign Warning"" customer setting can be changed"	VF230_V1_PDT27_VF_5941	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
275	299	vf230_batch01.json	Pedestrian Emergency Braking or Warning & Active Braking	SWE1-VC-PedestrianEmergencyBrakingorWarning&ActiveBraking-049	Vehicle Setting	Lane and Lighting	"If $Forward_Collision_Mitigation$ = [Full Speed FCW with Pedestrian Emergency Braking or Full Speed FCW with Pedestrian or Cyclist Emergency Braking], the HMI shall display the Forward Collision Warning Sensitivity customer setting to allow the customer to modify the setting.

(select the ""Pedestrian Emergency Braking or Warning & Active Braking"" customer setting and check that its value can be changed -> The value of the ""Pedestrian Emergency Braking or Warning & Active Braking"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $Forward_Collision_Mitigation$ is set to ""Full Speed FCW with Pedestrian Emergency Braking or Full Speed FCW with Pedestrian or Cyclist Emergency Braking"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Pedestrian Emergency Braking or Warning & Active Braking"" customer setting is displayed
4. Select the ""Pedestrian Emergency Braking or Warning & Active Braking"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Pedestrian Emergency Braking or Warning & Active Braking"" customer setting is displayed
4. The value of the ""Pedestrian Emergency Braking or Warning & Active Braking"" customer setting can be changed"	VF230_V1_PHDCC27_VF_5642	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
276	300	vf230_batch01.json	Suspension Flash Lights With Lower	SWE1-VC-SuspensionFlashLightsWithLower-002	Vehicle Setting	Suspension and Comfort	"If CAN node 27 (ASM or ASCM) = [Absent] and Market_Area ≠ [NAFTA], the HMI shall suppress and not display the ""Suspension Flash Lights With Lower"" customer setting in the Vehicle Settings menu.

(select the ""Suspension Flash Lights With Lower"" customer setting and check that its value can be changed -> The value of the ""Suspension Flash Lights With Lower"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $CAN node 27 (ASM/ASCM)$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Suspension Flash Lights With Lower"" customer setting is displayed
4. Select the ""Suspension Flash Lights With Lower"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Suspension Flash Lights With Lower"" customer setting is displayed
4. The value of the ""Suspension Flash Lights With Lower"" customer setting can be changed"	VF230_V1_PDT27_VF_6694	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu	"Upstream Verification Criteria: Scenario of checking PROXI parameter is not clear
Upstream Verification Method: Scenario of checking PROXI parameter is not clear"	
277	301	vf230_batch01.json	Traffic Sign Warning	SWE1-VC-TrafficSignWarning-032	Vehicle Setting	Approach and Tailgate	"When the HMI receives the value as [Off] via signal, $TELEMATIC_VEHICLE_SETUP.Traffic_Sign_Warn_Req$, Then the HMI shall display the Traffic Sign Warning status as Off.

(read the Vehicle Settings menu and check that the Traffic Sign Warning setting is displayed as Off -> The Traffic Sign Warning setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Warning"" customer setting is set to Visual"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Warning"" customer setting to Off and check that TELEMATIC_VEHICLE_SETUP.Traffic_Sign_Warn_Req = 0 (Off) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Warning setting is displayed as Off"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.Traffic_Sign_Warn_Req = 0 (Off) is sent
3. The Traffic Sign Warning setting is displayed as Off"	VF230_V1_PDT27_VF_5942	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
278	302	vf230_batch01.json	Suspension Flash Lights With Lower	SWE1-VC-SuspensionFlashLightsWithLower-003	Vehicle Setting	Suspension and Comfort	"If $CAN node 27 (ASM/ASCM)$ = [Present] and $Market_Area$ = [NAFTA], the HMI shall display the ""Suspension Flash Lights With Lower"" customer setting in the Vehicle Settings menu and allow the customer to modify the setting.

(select the ""Suspension Flash Lights With Lower"" customer setting and check that its value can be changed -> The value of the ""Suspension Flash Lights With Lower"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $CAN node 27 (ASM/ASCM)$ is set to ""Present"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Suspension Flash Lights With Lower"" customer setting is displayed
4. Select the ""Suspension Flash Lights With Lower"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Suspension Flash Lights With Lower"" customer setting is displayed
4. The value of the ""Suspension Flash Lights With Lower"" customer setting can be changed"	VF230_V1_PDT27_VF_6700	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu	"Upstream Verification Criteria: Scenario of checking PROXI parameter is not clear
Upstream Verification Method: Scenario of checking PROXI parameter is not clear"	
279	303	vf230_batch01.json	Traffic Sign Warning	SWE1-VC-TrafficSignWarning-033	Vehicle Setting	Approach and Tailgate	"When the HMI receives the value as [Visual] via signal, $TELEMATIC_VEHICLE_SETUP.Traffic_Sign_Warn_Req$, Then the HMI shall display the Traffic Sign Warning setting as Visual Only.

(read the Vehicle Settings menu and check that the Traffic Sign Warning setting is displayed as Visual -> The Traffic Sign Warning setting is displayed as Visual)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Warning"" customer setting is set to Off"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Warning"" customer setting to Visual and check that TELEMATIC_VEHICLE_SETUP.Traffic_Sign_Warn_Req = 1 (Visual) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Warning setting is displayed as Visual"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.Traffic_Sign_Warn_Req = 1 (Visual) is sent
3. The Traffic Sign Warning setting is displayed as Visual"	VF230_V1_PDT27_VF_5943	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
280	304	vf230_batch01.json	Suspension Flash Lights With Lower	SWE1-VC-SuspensionFlashLightsWithLower-004	Vehicle Setting	Suspension and Comfort	"When the customer chooses to disable the “Suspension Flash Lights With Lower” setting on the LTM or ETM, the HMI layer shall send the updated customer preference to CarPropertyManager via the Android Car API.

(read the Vehicle Settings menu and check that the Suspension Flash Lights With Lower setting is displayed as Off -> The Suspension Flash Lights With Lower setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Suspension Flash Lights With Lower"" customer setting is set to On"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Suspension Flash Lights With Lower"" customer setting to Off and check that TELEMATIC_VEHICLE_SETUP.Susp_Flsh_Lght_Low_Req = 0 (Off) is transmitted
3. Read the Vehicle Settings menu and check that the Suspension Flash Lights With Lower setting is displayed as Off"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.Susp_Flsh_Lght_Low_Req = 0 (Off) is sent
3. The Suspension Flash Lights With Lower setting is displayed as Off"	VF230_V1_PDT27_VF_6701	P0	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
